0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,1
32,1
33,1
1,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
21,1
46,1
47,1
48,1
49,1
32,2
50,2
34,2
9,2
51,2
52,2
34,107
53,107
51,107
54,107
52,107
55,4
56,4
32,4
57,4
58,4
59,4
60,4
61,4
62,4
63,4
64,4
33,4
1,4
65,4
66,4
67,4
68,4
69,4
70,4
36,4
71,4
72,4
53,4
11,4
73,4
74,4
75,4
76,4
77,4
78,4
79,4
80,4
81,4
39,4
82,4
83,4
43,4
44,4
23,4
84,4
85,4
86,4
87,4
88,4
29,4
89,4
55,5
90,5
91,5
92,5
5,5
93,5
94,5
38,5
95,5
96,5
97,5
98,5
99,5
49,5
61,6
100,6
101,6
1,6
2,6
102,6
68,6
69,6
4,6
36,6
103,6
104,6
10,6
51,6
11,6
105,6
106,6
107,6
75,6
108,6
109,6
78,6
80,6
110,6
15,6
82,6
40,6
111,6
83,6
112,6
52,6
42,6
113,6
114,6
21,6
23,6
86,6
28,6
49,6
89,6
55,7
115,7
116,7
117,7
118,7
119,7
120,7
121,7
122,8
123,8
124,8
125,8
126,8
127,8
128,8
129,8
130,8
49,8
32,9
131,9
34,9
132,9
36,9
133,9
134,9
51,9
135,9
136,9
57,10
59,10
60,10
61,10
34,10
132,10
36,10
10,10
51,10
74,10
77,10
135,10
137,10
138,10
139,10
140,10
49,10
59,11
61,11
141,11
142,11
36,11
143,11
135,11
137,11
139,11
136,11
49,11
144,11
145,12
146,12
147,12
148,12
149,12
150,12
151,12
152,12
153,12
154,12
49,12
155,12
156,13
157,13
158,13
159,13
124,13
160,13
161,13
162,13
163,13
164,13
165,13
166,13
49,13
167,14
168,14
169,14
170,15
171,15
172,15
173,15
174,15
175,15
176,15
177,15
178,15
179,15
180,15
181,15
35,15
182,15
124,15
183,15
184,15
185,15
186,15
187,15
188,15
189,15
190,15
191,15
192,15
193,15
194,15
195,15
135,15
196,15
197,15
110,15
198,15
199,15
82,15
40,15
200,15
201,15
202,15
203,15
204,15
205,15
206,15
207,15
25,15
208,15
209,15
210,15
211,15
212,15
49,15
213,16
214,16
215,16
216,16
180,16
217,16
128,16
197,16
218,16
219,16
202,16
211,16
220,17
221,17
222,17
223,17
224,17
117,17
225,17
220,18
226,18
227,18
228,18
229,18
230,18
231,18
232,18
233,18
234,18
235,18
236,18
237,18
238,18
239,18
220,19
221,19
240,19
241,19
242,19
228,19
231,19
233,19
235,19
243,19
244,19
245,19
246,19
247,20
177,20
248,20
249,20
250,20
251,20
252,20
128,20
129,20
253,20
254,20
255,20
202,20
256,20
257,20
258,20
259,20
260,21
261,21
262,21
263,21
264,21
265,21
266,21
267,21
268,21
269,21
270,22
271,22
272,22
182,22
273,22
186,22
274,22
275,22
276,22
202,22
277,22
278,22
279,22
280,22
281,23
170,23
282,23
179,23
283,23
273,23
284,23
197,23
285,23
286,23
287,23
212,23
281,24
282,24
180,24
288,24
181,24
248,24
289,24
290,24
291,24
186,24
292,24
225,24
192,24
293,24
294,24
196,24
128,24
129,24
295,24
202,24
296,24
213,16
214,16
215,16
216,16
180,16
217,16
128,16
197,16
218,16
219,16
202,16
211,16
297,26
298,26
299,26
223,26
300,26
301,26
302,26
303,26
304,26
305,26
192,26
306,26
307,26
308,26
197,26
309,26
310,26
311,26
312,26
313,26
314,27
240,27
315,27
316,27
273,27
317,27
225,27
251,27
318,27
319,27
258,27
320,27
321,28
322,28
323,28
324,28
325,28
296,28
326,28
327,29
328,29
329,29
330,29
282,29
331,29
35,29
332,29
333,29
334,29
335,29
336,29
337,29
128,29
338,29
339,29
327,30
340,30
247,30
341,30
342,30
343,30
344,30
345,30
346,30
347,30
348,30
349,30
350,30
318,30
351,30
287,30
352,30
221,31
353,31
354,31
355,31
356,31
357,31
358,31
359,31
360,31
361,31
362,31
36,31
363,31
364,31
94,31
365,31
97,31
218,31
39,31
366,31
367,31
368,31
369,31
370,31
371,31
258,31
372,31
49,31
373,31
247,32
