5803,101
9234,626
9968,591
11532,104
13603,357
13226,407
3608,721
1855,777
4117,598
6054,851
13198,79
11040,581
16642,809
3619,321
4106,439
9675,719
2724,408
11835,263
5307,809
5761,225
6501,789
15857,475
11679,689
13222,823
372,263
17366,466
7347,436
12773,438
15469,743
1088,618
3025,871
5834,861
12262,865
2043,23
2507,127
3718,276
13453,547
3150,758
14232,285
4213,255
8709,350
13080,716
5673,354
15805,261
12517,44
6222,569
8820,339
3732,332
11268,542
11266,469
108,166
12460,449
15665,631
12721,224
14660,358
4357,569
7125,750
4055,204
11223,18
6731,796
9878,808
15533,862
12204,644
4146,507
17088,821
3139,353
11867,470
6664,513
15015,118
13556,429
5526,842
8509,423
3385,759
15639,507
5759,821
11010,260
3591,635
11139,670
17529,190
1558,85
12449,44
10879,716
10604,511
2123,271
3169,353
5519,21
10023,731
12463,881
3641,348
2147,76
15481,456
10696,450
17771,73
12578,50
775,763
16,711
13920,682
11757,840
9501,53
11755,13
2651,548
2690,476
6496,124
5534,679
12466,748
14052,20
5554,365
17374,787
8699,304
17809,715
13745,277
6117,478
4129,637
15299,11
13215,462
7144,695
1867,35
14711,780
7171,828
7559,156
5052,504
12908,692
704,307
8317,737
13147,708
11746,435
7024,751
17265,628
12502,189
5898,151
15349,663
18327,654
2389,497
980,363
8022,38
14231,678
14639,503
10506,460
2608,46
1078,117
7907,465
8700,101
10866,214
1955,390
4696,468
9293,615
2199,750
17557,628
163,491
489,661
9367,537
12440,600
14730,217
7352,593
6252,248
445,554
1904,51
651,430
3691,545
389,430
14556,37
4649,248
16987,633
16930,99
4478,366
121,615
11709,502
229,148
9074,850
18007,433
1047,780
8215,594
11895,103
4481,822
17511,229
6771,439
15124,679
1743,483
7099,655
3737,489
13830,468
3448,386
12138,211
6787,568
1171,442
14168,463
10114,713
12750,775
8686,337
4278,89
16083,203
17359,747
16068,834
16486,593
6099,167
10180,20
5741,459
6640,491
8545,297
9744,621
2356,309
14446,592
2212,530
6765,378
17629,234
1655,612
8735,579
14005,68
6515,203
16622,80
11580,226
537,627
12474,668
652,385
5886,409
8957,399
426,796
500,745
16474,367
13722,130
9107,343
11803,648
3945,387
631,447
7064,795
12317,869
10471,734
15083,223
8498,235
4518,434
13298,741
8400,77
7223,266
4685,547
525,401
5530,373
8155,246
8267,487
14354,198
3239,531
15190,470
15551,449
12020,474
17682,753
8150,841
6624,122
15925,101
13392,726
3332,695
10136,232
4124,106
9382,524
11775,828
15381,388
12136,807
18170,692
1640,623
4670,804
15050,59
14021,146
14819,126
5228,543
12391,13
4006,235
14138,142
15728,122
17591,426
10230,217
8389,426
11135,94
10739,94
14509,85
8557,10
15350,701
13894,721
11234,73
4577,209
4747,620
6263,651
8952,539
18038,364
4323,292
149,248
6921,62
15212,178
17946,775
8570,622
15931,50
12744,639
13597,326
13317,686
11359,310
8551,730
9349,710
10106,689
139,849
14299,783
15739,230
4027,307
15527,347
8451,499
10770,854
10421,700
345,136
17616,617
5580,570
15965,169
4463,56
15712,477
5409,688
10386,864
18213,314
12010,428
12887,701
12221,840
1063,537
6734,370
3852,841
58,264
13547,747
13514,799
15938,416
1824,635
12609,198
5368,283
14776,159
7811,704
8383,341
14720,789
14429,51
4225,241
4364,585
17356,262
331,214
1795,55
14946,728
7107,709
2007,877
4958,11
18296,325
2437,461
2189,359
11545,45
15721,724
6385,724
1939,184
8675,341
12438,851
8011,361
1784,81
1467,374
7862,238
11637,573
9339,506
2295,4
10309,778
2143,364
3650,841
6306,27
10325,722
8184,639
4384,247
5198,760
10762,696
7627,721
192,563
10982,470
4774,432
13337,482
17417,110
15306,458
17904,228
567,625
9230,347
10276,429
17091,879
14226,765
9329,326
